id;transaction_date;quantity_sold;start_of_day;waste;waste_percentage;sales_outlet_id;product_id
617;04.05.2019;35;64;29;54;2598;4296
618;29.01.2020;97;122;25;79;1463;4709
619;11.01.2020;93;99;6;93;3900;493
620;23.02.2020;30;37;7;81;2654;4553
621;06.08.2019;14;39;25;35;2244;2313
622;24.07.2019;75;111;36;67;3246;1889
623;31.03.2019;87;115;28;75;978;3286
624;06.12.2019;70;101;31;69;522;3745
625;11.05.2019;86;91;5;94;1716;2270
626;16.08.2019;94;108;14;87;3;428
627;06.10.2019;53;92;39;57;1038;2639
628;30.06.2019;83;114;31;72;2041;1059
629;27.02.2020;79;80;1;98;1093;3573
630;21.08.2019;75;79;4;94;166;3441
631;29.06.2019;53;64;11;82;2244;933
632;28.02.2020;52;63;11;82;1995;2198
633;03.06.2019;71;108;37;65;2778;2940
634;28.08.2019;28;57;29;49;150;4087
635;20.06.2019;49;80;31;61;875;46
636;31.01.2020;6;31;25;19;810;200
637;27.03.2020;29;42;13;69;4736;2162
638;02.01.2020;100;105;5;95;2853;4971
639;20.11.2019;63;74;11;85;3909;4914
640;28.06.2019;87;106;19;82;1502;4958
641;14.11.2019;51;69;18;73;220;1773
642;12.02.2020;86;112;26;76;4271;4941
643;16.05.2019;24;28;4;85;474;4829
644;20.09.2019;46;48;2;95;3374;998
645;10.06.2019;27;67;40;40;4091;2096
646;12.02.2020;31;71;40;43;2135;2796
647;17.04.2019;86;107;21;80;1257;1805
648;25.10.2019;2;33;31;6;2966;2656
649;02.05.2019;28;60;32;46;2359;3755
650;22.03.2020;37;67;30;55;1032;4745
651;21.02.2020;55;69;14;79;4164;385
652;05.01.2020;59;66;7;89;2541;1009
653;22.01.2020;61;62;1;98;4397;1681
654;04.05.2019;1;7;6;14;4002;3706
655;18.03.2020;55;70;15;78;2937;2686
656;16.09.2019;38;43;5;88;2968;3491
657;02.02.2020;92;130;38;70;2108;2565
658;04.10.2019;95;101;6;94;969;2269
659;15.09.2019;40;69;29;57;2911;1404
660;09.01.2020;97;122;25;79;167;3647
661;08.11.2019;79;95;16;83;1102;1580
662;02.10.2019;36;69;33;52;2474;751
663;21.08.2019;25;36;11;69;2046;1749
664;22.07.2019;1;23;22;4;2242;2945
665;01.03.2020;69;76;7;90;1565;1608
666;02.11.2019;92;94;2;97;1410;4814
667;06.01.2020;30;66;36;45;1478;666
668;10.07.2019;61;63;2;96;4830;3626
669;22.04.2019;8;27;19;29;1223;1572
670;12.06.2019;29;61;32;47;2315;105
671;12.07.2019;25;49;24;51;307;2154
672;15.04.2019;68;96;28;70;2370;2290
673;27.04.2019;32;55;23;58;3793;2781
674;22.04.2019;72;110;38;65;4063;2031
675;15.02.2020;20;40;20;50;3403;4965
676;10.09.2019;34;68;34;50;4274;4052
677;09.11.2019;3;13;10;23;4072;4224
678;31.05.2019;26;37;11;70;2253;204
679;28.07.2019;68;95;27;71;4576;2205
680;12.12.2019;14;37;23;37;3307;3324
681;29.06.2019;65;80;15;81;1048;433
682;09.01.2020;47;84;37;55;3320;4306
683;22.03.2020;30;32;2;93;3163;1038
684;12.11.2019;79;81;2;97;159;3473
685;05.06.2019;49;69;20;71;4467;2741
686;17.09.2019;16;30;14;53;1019;4766
687;11.09.2019;49;59;10;83;360;3274
688;10.04.2019;92;99;7;92;2506;4077
689;09.01.2020;83;104;21;79;1521;1291
690;18.01.2020;85;93;8;91;3548;3206
691;30.03.2019;62;65;3;95;4597;1193
692;16.09.2019;63;93;30;67;2272;889
693;24.04.2019;86;105;19;81;2908;2003
694;01.02.2020;45;85;40;52;4825;4564
695;11.11.2019;23;32;9;71;3054;3728
696;05.01.2020;85;106;21;80;4926;29
697;07.05.2019;28;46;18;60;3283;2298
698;18.11.2019;71;81;10;87;3610;3193
699;03.11.2019;25;39;14;64;1830;1923
700;28.02.2020;70;97;27;72;3142;4911
701;04.04.2019;6;7;1;85;4205;4120
702;09.11.2019;7;24;17;29;4301;1010
703;25.08.2019;20;58;38;34;3915;2147
704;27.09.2019;57;76;19;75;3908;2314
705;24.11.2019;64;78;14;82;4128;2907
706;16.09.2019;3;5;2;60;2010;2338
707;14.10.2019;32;56;24;57;4921;1393
708;30.04.2019;98;99;1;98;3582;2516
709;08.05.2019;78;114;36;68;4554;1301
710;22.03.2020;2;27;25;7;38;3504
711;07.09.2019;9;17;8;52;474;3376
712;23.11.2019;27;52;25;51;4423;1926
713;30.10.2019;52;68;16;76;3080;1446
714;21.05.2019;3;24;21;12;4035;3405
715;16.11.2019;36;53;17;67;4864;3639
716;04.03.2020;48;52;4;92;1892;1985
717;08.10.2019;93;96;3;96;4332;3131
718;10.05.2019;47;52;5;90;2636;4324
719;12.07.2019;56;85;29;65;514;1657
720;03.10.2019;81;121;40;66;771;2938
721;21.05.2019;43;68;25;63;1257;2744
722;30.03.2019;95;126;31;75;4645;1000
723;16.05.2019;37;69;32;53;2976;4613
724;22.12.2019;9;36;27;25;4720;265
725;24.10.2019;74;113;39;65;4318;4370
726;13.08.2019;49;56;7;87;1565;661
727;29.03.2019;23;31;8;74;4742;2382
728;19.10.2019;48;69;21;69;769;3037
729;11.07.2019;34;60;26;56;4135;211
730;16.03.2020;55;76;21;72;2943;1701
731;12.09.2019;22;60;38;36;3861;1011
732;15.08.2019;45;77;32;58;4549;2601
733;29.05.2019;46;72;26;63;4475;4874
734;26.10.2019;14;50;36;28;4498;3183
735;21.02.2020;53;60;7;88;517;120
736;23.04.2019;22;42;20;52;3642;3002
737;05.05.2019;46;61;15;75;1429;2466
738;19.12.2019;63;96;33;65;2781;1238
739;29.09.2019;48;71;23;67;1885;3324
740;27.11.2019;36;65;29;55;925;3269
741;26.12.2019;41;59;18;69;939;283
742;07.01.2020;84;107;23;78;452;1473
743;19.11.2019;67;69;2;97;2655;299
744;10.03.2020;83;104;21;79;810;133
745;18.03.2020;55;92;37;59;1730;3911
746;13.04.2019;75;108;33;69;3150;1397
747;16.10.2019;63;93;30;67;3172;2221
748;09.12.2019;69;107;38;64;2186;4305
749;01.08.2019;1;3;2;33;1184;1160
750;18.12.2019;53;66;13;80;4358;2605
751;06.11.2019;84;86;2;97;1786;4966
752;29.10.2019;13;40;27;32;3144;2973
753;20.08.2019;100;107;7;93;3595;3603
754;24.06.2019;98;133;35;73;2459;3922
755;15.09.2019;7;20;13;35;3825;84
756;11.05.2019;87;116;29;75;2195;1854
757;10.04.2019;71;75;4;94;3898;36
758;18.08.2019;31;42;11;73;3942;979
759;29.09.2019;50;55;5;90;697;4293
760;29.09.2019;49;80;31;61;590;4819
761;08.01.2020;87;127;40;68;3577;3382
762;21.04.2019;99;115;16;86;4425;1481
763;18.10.2019;28;35;7;80;1293;1878
764;23.08.2019;42;77;35;54;4855;4529
765;26.03.2020;42;60;18;70;3683;4563
766;07.11.2019;1;39;38;2;466;130
767;24.02.2020;47;72;25;65;1461;4096
768;11.04.2019;38;47;9;80;1731;4811
769;30.03.2019;35;44;9;79;694;2626
770;17.05.2019;63;85;22;74;1980;2508
771;14.09.2019;19;38;19;50;2987;1824
772;13.05.2019;36;42;6;85;509;4189
773;31.10.2019;74;87;13;85;929;926
774;13.08.2019;54;90;36;60;4922;3059
775;29.07.2019;59;95;36;62;1793;4090
776;24.06.2019;55;79;24;69;4641;2880
777;11.10.2019;4;14;10;28;2648;3168
778;13.12.2019;35;71;36;49;4501;1162
779;09.05.2019;48;84;36;57;3806;952
780;24.03.2020;30;37;7;81;2736;1448
781;18.10.2019;92;125;33;73;3026;3617
782;15.04.2019;95;120;25;79;1943;4502
783;12.11.2019;15;45;30;33;1515;4229
784;14.12.2019;8;36;28;22;2386;4651
785;05.08.2019;63;78;15;80;812;3167
786;05.01.2020;53;56;3;94;4785;315
787;24.04.2019;80;116;36;68;1330;1105
788;12.06.2019;27;39;12;69;4735;313
789;20.10.2019;16;44;28;36;3463;1383
790;11.02.2020;64;76;12;84;1048;375
791;04.05.2019;92;100;8;92;4491;4597
792;29.02.2020;56;89;33;62;4551;30
793;29.05.2019;32;50;18;64;1111;1739
794;02.03.2020;54;84;30;64;1032;4400
795;13.02.2020;90;100;10;90;910;253
796;02.12.2019;72;109;37;66;2435;3555
797;31.07.2019;74;92;18;80;2719;2976
798;15.10.2019;78;104;26;75;2072;2460
799;17.05.2019;15;47;32;31;182;299
800;18.10.2019;74;94;20;78;745;4430
801;14.05.2019;2;31;29;6;1725;129
802;27.01.2020;98;111;13;88;4027;3657
803;11.01.2020;42;76;34;55;1775;821
804;14.02.2020;9;35;26;25;3387;3095
805;08.12.2019;19;26;7;73;154;3350
806;10.08.2019;74;93;19;79;1529;2158
807;28.09.2019;1;30;29;3;4837;4763
808;25.06.2019;56;86;30;65;1871;563
809;13.03.2020;1;33;32;3;3680;1390
810;07.11.2019;40;71;31;56;2064;4219
811;02.07.2019;23;42;19;54;4222;537
812;05.08.2019;39;50;11;78;2025;1999
813;13.07.2019;92;110;18;83;2016;540
814;12.03.2020;31;49;18;63;1602;923
815;05.07.2019;67;82;15;81;1598;4381
816;29.10.2019;97;109;12;88;2047;4252
817;15.04.2019;52;82;30;63;4759;443
818;19.07.2019;22;57;35;38;3718;1815
819;08.09.2019;42;73;31;57;1780;3763
820;21.12.2019;30;43;13;69;98;4103
821;06.06.2019;55;72;17;76;1236;2093
822;16.04.2019;36;38;2;94;3381;977
823;16.10.2019;31;64;33;48;4569;2976
824;23.07.2019;80;120;40;66;3939;4885
825;30.12.2019;20;25;5;80;3811;1591
826;23.05.2019;77;95;18;81;796;3949
827;19.06.2019;88;117;29;75;4246;85
828;12.02.2020;26;49;23;53;1661;781
829;13.12.2019;7;13;6;53;2479;938
830;14.11.2019;66;103;37;64;1322;436
831;10.05.2019;2;14;12;14;543;4920
832;01.06.2019;54;67;13;80;1269;2816
833;07.09.2019;7;22;15;31;1785;4094
834;12.07.2019;71;86;15;82;4409;2938
835;16.02.2020;77;88;11;87;2697;3519
836;15.07.2019;73;104;31;70;286;3203
837;13.04.2019;23;50;27;46;2201;2196
838;02.08.2019;51;69;18;73;2126;2121
839;26.12.2019;88;113;25;77;567;3889
840;23.04.2019;74;83;9;89;3350;3509
841;23.01.2020;26;43;17;60;2857;680
842;08.10.2019;88;127;39;69;4107;2821
843;15.07.2019;79;104;25;75;202;2685
844;15.07.2019;31;48;17;64;3864;3801
845;22.12.2019;77;82;5;93;3962;4746
846;09.01.2020;87;91;4;95;2270;2131
847;19.06.2019;17;54;37;31;3219;3501
848;27.03.2020;65;102;37;63;3088;3138
849;22.01.2020;22;56;34;39;4386;4140
850;11.12.2019;16;37;21;43;1999;4464
851;04.06.2019;44;75;31;58;2156;562
852;30.12.2019;68;74;6;91;760;4925
853;29.01.2020;15;26;11;57;4789;2996
854;24.06.2019;20;23;3;86;1985;2916
855;04.06.2019;77;87;10;88;2093;4325
856;24.10.2019;83;112;29;74;2414;243
857;24.10.2019;37;77;40;48;4493;1493
858;28.12.2019;45;80;35;56;2257;2482
859;09.08.2019;68;83;15;81;3947;2095
860;09.06.2019;24;27;3;88;4344;1121
861;02.05.2019;85;93;8;91;1915;2996
862;24.12.2019;34;46;12;73;4415;2980
863;27.04.2019;65;78;13;83;4420;2097
864;11.06.2019;87;97;10;89;689;2817
865;16.03.2020;99;134;35;73;3375;3647
866;14.08.2019;15;28;13;53;4162;149
867;13.06.2019;56;67;11;83;4817;1031
868;23.08.2019;78;96;18;81;2102;461
869;15.09.2019;76;105;29;72;3414;4760
870;12.07.2019;20;45;25;44;3572;1838
871;01.10.2019;2;19;17;10;3732;2070
872;31.01.2020;59;72;13;81;4225;664
873;05.09.2019;95;97;2;97;1164;684
874;19.06.2019;53;56;3;94;3581;4764
875;27.08.2019;94;129;35;72;3627;3490
876;23.08.2019;78;104;26;75;4341;759
877;03.07.2019;41;72;31;56;2389;2716
878;19.04.2019;94;112;18;83;2046;4014
879;21.05.2019;96;110;14;87;2476;4835
880;25.01.2020;76;115;39;66;4418;2019
881;06.09.2019;15;29;14;51;1940;4281
882;27.03.2020;81;105;24;77;4257;3205
883;22.03.2020;29;39;10;74;4641;3890
884;29.05.2019;85;88;3;96;3068;523
885;10.09.2019;80;106;26;75;1229;3222
886;20.02.2020;90;129;39;69;3659;3279
887;17.12.2019;16;53;37;30;1711;2103
888;05.07.2019;28;63;35;44;2623;2569
889;13.12.2019;66;85;19;77;2833;2899
890;29.07.2019;30;60;30;50;1053;2570
891;13.07.2019;15;24;9;62;3063;3528
892;06.05.2019;59;82;23;71;3327;2098
893;19.07.2019;21;59;38;35;2867;3890
894;27.11.2019;48;55;7;87;4477;1343
895;31.03.2019;30;61;31;49;4523;4859
896;28.11.2019;100;121;21;82;3441;4332
897;03.04.2019;39;41;2;95;4974;862
898;01.06.2019;78;87;9;89;4096;3247
899;21.12.2019;64;73;9;87;1984;4449
900;19.07.2019;51;64;13;79;3459;100
901;23.06.2019;83;98;15;84;3140;3421
902;18.06.2019;29;54;25;53;1456;3839
903;08.05.2019;92;114;22;80;3571;2880
904;13.06.2019;57;88;31;64;1078;3220
905;25.04.2019;98;103;5;95;4501;3378
906;29.04.2019;18;56;38;32;3149;1245
907;09.10.2019;66;96;30;68;3221;928
908;14.10.2019;54;60;6;90;1010;1405
909;01.05.2019;33;65;32;50;938;1376
910;03.06.2019;6;38;32;15;4193;3004
911;07.03.2020;91;129;38;70;2709;4419
912;02.12.2019;62;64;2;96;3194;3818
913;20.09.2019;3;21;18;14;1049;205
914;06.07.2019;73;109;36;66;3250;4893
915;05.01.2020;17;37;20;45;3035;4992
916;25.10.2019;14;33;19;42;4865;1502
917;09.04.2019;85;89;4;95;1177;583
918;29.06.2019;67;83;16;80;807;4497
919;16.09.2019;99;101;2;98;3066;2549
920;29.04.2019;55;94;39;58;871;960
921;04.10.2019;65;76;11;85;1771;4330
922;26.11.2019;2;9;7;22;919;4309
923;04.03.2020;61;77;16;79;323;3717
924;08.10.2019;41;52;11;78;1144;3770
925;05.10.2019;12;29;17;41;490;4068
926;30.07.2019;52;84;32;61;709;692
927;27.02.2020;38;75;37;50;519;83
928;14.01.2020;10;33;23;30;957;3543
929;20.12.2019;46;63;17;73;1199;1738
930;17.02.2020;30;67;37;44;4235;4126
931;19.08.2019;71;80;9;88;1026;1648
932;11.04.2019;18;43;25;41;2597;4491
933;20.04.2019;56;94;38;59;3537;2324
934;01.07.2019;1;23;22;4;813;1322
935;15.11.2019;65;80;15;81;1686;4639
936;22.03.2020;4;24;20;16;4560;2936
937;29.02.2020;29;35;6;82;2965;2768
938;21.09.2019;98;123;25;79;2149;3100
939;30.03.2019;28;44;16;63;3523;4062
940;08.06.2019;66;82;16;80;1459;4370
941;09.10.2019;21;51;30;41;2956;4414
942;15.12.2019;44;53;9;83;3980;2146
943;13.09.2019;5;24;19;20;4880;2589
944;22.04.2019;63;79;16;79;4607;947
945;11.10.2019;40;56;16;71;3201;1948
946;28.07.2019;96;135;39;71;4620;2802
947;02.03.2020;87;90;3;96;2701;16
948;02.10.2019;50;61;11;81;4844;2186
949;19.06.2019;66;102;36;64;1585;480
950;13.10.2019;61;67;6;91;1876;3037
951;24.12.2019;55;92;37;59;167;2099
952;20.03.2020;78;86;8;90;4294;1577
953;25.05.2019;95;131;36;72;4623;385
954;10.01.2020;50;74;24;67;4061;789
955;07.06.2019;73;108;35;67;2713;1637
956;14.04.2019;26;32;6;81;3062;3172
957;24.03.2020;32;55;23;58;3652;4354
958;01.07.2019;45;60;15;75;2821;3869
959;05.03.2020;44;75;31;58;4973;2516
960;02.12.2019;89;115;26;77;418;960
961;08.10.2019;23;50;27;46;4215;4959
962;23.08.2019;86;89;3;96;1009;1519
963;20.11.2019;50;54;4;92;3815;3182
964;05.10.2019;26;31;5;83;875;188
965;04.10.2019;55;76;21;72;712;1642
966;22.09.2019;54;87;33;62;2115;2813
967;06.04.2019;50;86;36;58;4559;1055
968;27.05.2019;72;105;33;68;2845;1389
969;07.06.2019;9;36;27;25;2170;3002
970;19.06.2019;54;55;1;98;204;4625
971;30.04.2019;20;44;24;45;3679;4476
972;18.11.2019;48;80;32;60;2870;1509
973;17.12.2019;96;99;3;96;253;2857
974;01.03.2020;75;111;36;67;1673;2405
975;08.03.2020;23;47;24;48;2930;3800
976;18.03.2020;72;93;21;77;2974;501
977;03.03.2020;63;90;27;70;3398;3334
978;07.01.2020;43;46;3;93;4908;853
979;04.11.2019;74;100;26;74;3656;617
980;09.02.2020;9;33;24;27;4651;427
981;07.02.2020;37;73;36;50;3010;2972
982;18.07.2019;19;39;20;48;3286;2802
983;12.08.2019;91;96;5;94;1866;503
984;07.08.2019;79;83;4;95;4549;4896
985;21.03.2020;22;27;5;81;555;1512
986;27.05.2019;70;108;38;64;2028;804
987;30.11.2019;21;42;21;50;2455;2813
988;20.02.2020;14;17;3;82;140;1309
989;25.06.2019;33;73;40;45;460;193
990;24.11.2019;10;48;38;20;1026;4709
991;26.06.2019;26;32;6;81;1278;3298
992;22.05.2019;27;64;37;42;1788;928
993;03.02.2020;26;34;8;76;3167;3555
994;25.09.2019;32;63;31;50;1735;2006
995;17.12.2019;80;86;6;93;2019;465
996;22.10.2019;90;119;29;75;4891;832
997;14.06.2019;49;71;22;69;142;2337
998;07.02.2020;74;94;20;78;3659;2182
999;22.01.2020;96;107;11;89;3132;4559
1000;15.12.2019;21;30;9;70;888;4250
1001;08.05.2019;62;92;30;67;309;97
1002;01.11.2019;15;45;30;33;3182;1267
1003;19.10.2019;76;103;27;73;2468;3609
1004;08.04.2019;9;18;9;50;2115;3543
1005;17.12.2019;9;40;31;22;4902;1286
1006;24.12.2019;71;74;3;95;4185;3049
1007;17.01.2020;26;27;1;96;2270;826
1008;26.10.2019;90;124;34;72;3262;3265
1009;07.12.2019;89;122;33;72;2813;4575
1010;30.10.2019;3;11;8;27;4439;3078
1011;02.03.2020;29;33;4;87;355;4191
1012;15.04.2019;51;80;29;63;4845;2240
1013;26.05.2019;51;84;33;60;4258;4930
1014;04.08.2019;92;96;4;95;495;4340
1015;23.04.2019;12;22;10;54;4362;476
1016;07.03.2020;100;111;11;90;2078;4157
1017;24.01.2020;43;47;4;91;1004;1525
1018;25.05.2019;70;90;20;77;989;2424
1019;23.04.2019;70;100;30;70;4297;503
1020;02.12.2019;87;127;40;68;832;378
1021;02.08.2019;48;83;35;57;2272;1242
1022;07.09.2019;8;33;25;24;4490;1686
1023;20.10.2019;15;53;38;28;4648;458
1024;08.04.2019;44;68;24;64;3994;4714
1025;07.02.2020;75;112;37;66;2917;2666
1026;17.02.2020;78;90;12;86;328;4210
1027;04.12.2019;83;91;8;91;1057;3091
1028;26.03.2020;20;59;39;33;2785;1221
1029;23.01.2020;77;111;34;69;3153;1724
1030;28.07.2019;19;44;25;43;2296;3697
1031;20.08.2019;44;60;16;73;1671;736
1032;29.05.2019;48;75;27;64;1564;3129
1033;26.10.2019;64;89;25;71;1007;1626
1034;15.08.2019;35;40;5;87;4789;4968
1035;18.12.2019;1;22;21;4;4502;2938
1036;03.06.2019;87;124;37;70;2309;1710
1037;05.01.2020;73;78;5;93;4915;4851
1038;31.05.2019;37;41;4;90;1426;2007
1039;07.10.2019;65;83;18;78;294;1868
1040;22.06.2019;73;83;10;87;4259;4903
1041;18.02.2020;57;75;18;76;3293;1318
1042;07.01.2020;19;37;18;51;4253;2176
1043;23.05.2019;75;83;8;90;2357;4729
1044;24.12.2019;61;96;35;63;3024;4995
1045;09.06.2019;99;128;29;77;3985;955
1046;28.06.2019;31;70;39;44;2989;2771
1047;11.05.2019;15;30;15;50;2237;2764
1048;10.01.2020;59;89;30;66;1788;1785
1049;06.01.2020;16;44;28;36;4407;638
1050;02.04.2019;59;82;23;71;3079;4031
1051;15.09.2019;36;61;25;59;2423;238
1052;22.10.2019;22;55;33;40;4731;607
1053;11.12.2019;75;81;6;92;2544;4937
1054;04.06.2019;10;48;38;20;1007;4203
1055;11.01.2020;31;45;14;68;173;4556
1056;01.05.2019;35;57;22;61;251;3027
1057;30.10.2019;38;57;19;66;4891;4527
1058;31.12.2019;74;87;13;85;777;902
1059;18.11.2019;1;41;40;2;19;569
1060;09.06.2019;42;72;30;58;492;3294
1061;04.05.2019;57;77;20;74;599;4596
1062;12.03.2020;20;48;28;41;959;4984
1063;15.09.2019;87;117;30;74;3935;2299
1064;29.02.2020;66;84;18;78;3429;1725
1065;25.07.2019;1;38;37;2;3021;4274
1066;03.05.2019;76;108;32;70;3441;4029
1067;13.07.2019;87;94;7;92;4179;399
1068;26.03.2020;45;73;28;61;2600;4000
1069;03.08.2019;49;86;37;56;2736;4077
1070;18.05.2019;49;69;20;71;2806;1665
1071;16.09.2019;99;126;27;78;751;2516
1072;28.09.2019;3;42;39;7;2402;2170
1073;18.05.2019;93;132;39;70;3203;642
1074;21.02.2020;40;43;3;93;2198;1032
1075;10.09.2019;78;90;12;86;1984;3022
1076;02.09.2019;18;53;35;33;441;3632
1077;20.01.2020;38;41;3;92;4891;3693
1078;20.12.2019;2;3;1;66;3630;2479
1079;17.05.2019;34;51;17;66;1015;2175
1080;09.10.2019;72;91;19;79;2069;3972
1081;08.02.2020;34;70;36;48;215;4901
1082;08.05.2019;26;32;6;81;4350;3457
1083;18.03.2020;90;93;3;96;4358;4601
1084;28.01.2020;77;88;11;87;3939;1917
1085;30.04.2019;17;57;40;29;86;3649
1086;14.07.2019;7;18;11;38;1439;4675
1087;02.01.2020;30;34;4;88;496;139
1088;11.03.2020;95;123;28;77;882;3580
1089;10.03.2020;75;78;3;96;2331;3680
1090;29.03.2019;77;78;1;98;4954;2960
1091;25.09.2019;78;98;20;79;1546;1008
1092;08.08.2019;11;47;36;23;4114;3758
1093;05.05.2019;46;59;13;77;4425;4432
1094;11.12.2019;71;100;29;71;24;4786
1095;10.05.2019;12;20;8;60;1061;3456
1096;01.02.2020;56;79;23;70;1658;1730
1097;13.11.2019;42;57;15;73;998;4695
1098;16.12.2019;57;75;18;76;2589;3710
1099;24.03.2020;34;67;33;50;634;3414
1100;06.01.2020;2;8;6;25;2275;2390
1101;11.08.2019;58;66;8;87;1130;1688
1102;01.11.2019;24;26;2;92;1714;485
1103;22.07.2019;100;125;25;80;3318;1177
1104;13.06.2019;46;70;24;65;2834;1375
1105;31.03.2019;52;83;31;62;238;54
1106;19.09.2019;94;126;32;74;4522;970
1107;15.10.2019;50;86;36;58;4845;2098
1108;26.11.2019;91;104;13;87;1196;2864
1109;20.03.2020;18;49;31;36;2128;4748
1110;19.08.2019;32;51;19;62;2386;1409
1111;29.05.2019;5;42;37;11;4843;4450
1112;07.11.2019;82;117;35;70;725;4831
1113;24.09.2019;65;84;19;77;3206;1984
1114;29.02.2020;94;123;29;76;3291;3026
1115;04.02.2020;61;94;33;64;4657;4457
1116;17.05.2019;68;71;3;95;4820;1448
1117;23.11.2019;9;39;30;23;1835;4276
1118;25.10.2019;9;34;25;26;4291;975
1119;02.05.2019;3;15;12;20;1985;2454
1120;17.12.2019;66;79;13;83;4319;1574
1121;27.10.2019;100;123;23;81;801;974
1122;12.10.2019;55;77;22;71;3352;2976
1123;04.04.2019;44;50;6;88;2183;3264
1124;06.05.2019;42;55;13;76;231;3941
1125;05.03.2020;19;47;28;40;3317;963
1126;08.09.2019;46;83;37;55;805;1469
1127;08.02.2020;61;78;17;78;746;4920
1128;11.08.2019;40;55;15;72;1697;893
1129;05.02.2020;16;22;6;72;2385;957
1130;29.08.2019;11;42;31;26;77;3289
1131;01.02.2020;90;108;18;83;667;4071
1132;05.05.2019;33;51;18;64;1664;4623
1133;02.11.2019;16;30;14;53;51;2146
1134;31.03.2019;2;25;23;8;2676;679
1135;04.07.2019;67;101;34;66;3088;3009
1136;07.02.2020;35;52;17;67;598;2625
1137;18.01.2020;68;90;22;75;2807;1282
1138;29.06.2019;70;103;33;67;3257;4611
1139;12.04.2019;80;115;35;69;1200;24
1140;18.01.2020;35;39;4;89;4825;3642
1141;05.02.2020;19;47;28;40;1793;4230
1142;06.02.2020;45;73;28;61;3034;1436
1143;21.04.2019;67;87;20;77;3543;1230
1144;02.12.2019;52;57;5;91;3351;4472
1145;23.04.2019;23;28;5;82;197;1783
1146;15.09.2019;35;48;13;72;790;1369
1147;27.11.2019;67;70;3;95;1216;4537
1148;18.07.2019;98;103;5;95;4437;3756
1149;06.12.2019;49;54;5;90;4639;3410
1150;22.12.2019;60;79;19;75;340;4199
1151;25.09.2019;38;49;11;77;1170;1846
1152;20.05.2019;7;38;31;18;2091;3939
1153;20.07.2019;32;53;21;60;4492;4219
1154;29.08.2019;39;45;6;86;518;2373
1155;24.08.2019;65;92;27;70;2768;1953
1156;15.11.2019;7;33;26;21;927;4405
1157;29.06.2019;5;31;26;16;4652;3873
1158;15.06.2019;67;97;30;69;1175;1939
1159;24.10.2019;28;61;33;45;2613;946
1160;27.08.2019;87;122;35;71;1087;26
1161;03.07.2019;43;69;26;62;1376;743
1162;28.06.2019;53;88;35;60;36;4568
1163;22.06.2019;50;68;18;73;1948;989
1164;19.01.2020;32;57;25;56;384;895
1165;18.12.2019;62;78;16;79;4404;2045
1166;30.12.2019;88;107;19;82;3912;4524
1167;28.02.2020;65;96;31;67;967;2578
1168;17.04.2019;30;51;21;58;4430;4813
1169;20.05.2019;72;106;34;67;2979;4853
1170;31.08.2019;60;75;15;80;3041;385
1171;03.08.2019;10;35;25;28;3631;1883
1172;07.11.2019;11;42;31;26;457;792
1173;06.04.2019;17;33;16;51;1608;1886
1174;31.12.2019;79;83;4;95;2522;4520
1175;24.07.2019;5;39;34;12;2420;2017
1176;20.02.2020;52;89;37;58;384;2089
1177;12.12.2019;48;72;24;66;1302;4210
1178;08.10.2019;80;85;5;94;800;3909
1179;05.08.2019;47;85;38;55;34;3138
1180;28.05.2019;30;48;18;62;1659;1481
1181;22.10.2019;32;58;26;55;3807;609
1182;10.09.2019;52;91;39;57;196;2645
1183;27.05.2019;43;52;9;82;671;4889
1184;27.12.2019;64;97;33;65;1732;886
1185;05.06.2019;25;54;29;46;765;2137
1186;03.12.2019;74;96;22;77;1991;2138
1187;03.06.2019;75;103;28;72;4537;961
1188;27.08.2019;90;109;19;82;2857;3438
1189;25.03.2020;47;69;22;68;1210;4627
1190;30.04.2019;70;98;28;71;434;4636
1191;26.02.2020;41;73;32;56;811;2819
1192;18.12.2019;12;24;12;50;4803;753
1193;11.01.2020;24;28;4;85;417;4036
1194;17.06.2019;9;35;26;25;2604;468
1195;06.09.2019;5;15;10;33;2712;1253
1196;14.08.2019;57;63;6;90;1078;3081
1197;10.07.2019;94;130;36;72;1141;1846
1198;02.12.2019;97;103;6;94;4654;4324
1199;19.11.2019;39;48;9;81;2312;3821
1200;14.11.2019;16;23;7;69;842;2246
1201;26.08.2019;51;71;20;71;1722;3199
1202;20.07.2019;77;105;28;73;3546;1016
1203;13.02.2020;17;19;2;89;3146;81
1204;29.03.2019;62;65;3;95;3584;536
1205;13.06.2019;57;76;19;75;4672;1740
1206;13.10.2019;89;128;39;69;4012;1561
1207;15.12.2019;17;35;18;48;1074;3598
1208;18.05.2019;29;55;26;52;2580;4332
1209;16.06.2019;50;64;14;78;1515;1502
1210;30.11.2019;83;119;36;69;4742;3028
1211;26.08.2019;4;15;11;26;2210;4516
1212;14.10.2019;67;84;17;79;2496;1702
1213;27.05.2019;21;43;22;48;1957;442
1214;11.06.2019;100;107;7;93;1556;923
1215;11.06.2019;35;57;22;61;468;3175
1216;20.07.2019;31;56;25;55;1054;3316
1217;25.12.2019;79;113;34;69;3487;4845
1218;20.08.2019;60;99;39;60;115;4560
1219;02.12.2019;74;99;25;74;4787;4992
1220;01.12.2019;19;55;36;34;3476;4251
1221;01.07.2019;63;82;19;76;2437;2283
1222;07.01.2020;63;85;22;74;4227;2045
1223;25.10.2019;70;72;2;97;4684;3425
