id;square_feet;address;city;province;telephone;postal_code;longitude;latitude;sales_outlet_type_id;manager_staff_id
279;3665;654 Corben Center;Oakland;CA;415-659-2961;94611;-122,2223;37,8471;1;478
280;1279;76561 Corben Lane;Washington;DC;202-596-6822;20404;-77,0089;38,8992;1;2660
281;2278;8035 Mandrake Parkway;Austin;TX;512-834-6776;78764;-97,6595;30,4455;2;1415
282;3475;3442 Annamark Place;Chesapeake;VA;757-482-9105;23324;-76,2666;36,8056;2;3128
283;1446;3 Valley Edge Way;Amarillo;TX;806-588-1193;79182;-101,8951;35,4015;1;4741
284;3609;464 Michigan Parkway;New York City;NY;212-515-3076;10260;-73,9772;40,7808;1;1532
285;2086;8645 Merrick Lane;Richmond;VA;804-321-4125;23277;-77,4604;37,5535;2;4156
286;3126;3 Boyd Parkway;Sacramento;CA;916-351-3368;95838;-121,444;38,6406;1;2849
287;3987;65559 Dayton Hill;Long Beach;CA;323-904-8336;90805;-118,1801;33,8635;1;1290
288;1958;856 Eggendart Alley;Asheville;NC;828-584-2161;28805;-82,4918;35,6004;1;1963
289;1531;77857 Del Sol Trail;Houston;TX;713-531-1380;77005;-95,4263;29,7179;1;2438
290;2797;1 Hooker Lane;Grand Rapids;MI;616-587-5075;49560;-85,5503;43,0314;1;1443
291;3229;07667 Claremont Place;Dallas;TX;214-675-1566;75251;-96,7751;32,9189;1;1560
292;2486;0 Northwestern Park;Memphis;TN;901-288-5658;38150;-89,9715;35,2017;2;3408
293;1778;3565 Amoth Hill;Yakima;WA;509-675-5188;98907;-120,574;46,6288;1;1408
294;2769;6733 Mayer Plaza;Baton Rouge;LA;225-672-6206;70810;-91,0919;30,3633;1;2214
295;1244;216 Pine View Point;Pensacola;FL;850-182-1240;32520;-87,2035;30,4124;1;3727
296;3976;4737 Gulseth Junction;Atlanta;GA;770-792-4670;31119;-84,0746;33,8913;2;1285
297;2999;46 Ilene Hill;Trenton;NJ;609-443-8667;08603;-74,712;40,2805;2;3247
298;1691;45222 Hintze Place;Tulsa;OK;918-868-6917;74156;-95,9605;36,3024;2;3060
299;3378;960 Oak Parkway;Tampa;FL;813-844-2709;33615;-82,5805;28,0081;1;1919
300;1319;514 Hermina Trail;Orlando;FL;407-946-8831;32819;-81,4678;28,4522;2;3418
301;1983;078 Victoria Circle;Palatine;IL;847-829-4444;60078;-87,6873;41,8119;1;4596
302;1527;39605 Clarendon Terrace;Newark;NJ;973-303-4853;07104;-74,1695;40,7664;2;3656
303;1672;79 Orin Drive;Paterson;NJ;862-215-7378;07544;-74,3048;41,0114;2;1580
304;3126;70 Melrose Park;Baltimore;MD;443-859-7643;21239;-76,5891;39,361;2;3787
305;2875;701 Beilfuss Plaza;Rochester;NY;585-623-6841;14619;-77,6481;43,1367;1;2646
306;2982;95275 Butterfield Parkway;Indianapolis;IN;317-527-4365;46247;-86,1328;39,7795;2;4528
307;3724;80 Delladonna Trail;Alexandria;VA;703-641-4138;22309;-77,1073;38,7192;2;3249
308;1906;695 Buell Circle;Duluth;GA;770-738-8662;30096;-84,1529;33,9845;1;4775
309;2091;91152 Delladonna Circle;Baton Rouge;LA;225-182-5160;70815;-91,0596;30,4558;1;3664
310;3034;577 Pennsylvania Trail;Omaha;NE;402-890-5751;68105;-95,9629;41,2435;1;844
311;2309;9 Milwaukee Center;North Little Rock;AR;501-297-7009;72118;-92,3289;34,8337;2;2414
312;1536;15 American Ash Alley;Louisville;KY;502-498-1341;40280;-85,6853;38,2467;1;1136
313;2313;90670 Hintze Circle;Arlington;VA;703-102-4485;22205;-77,1395;38,8836;1;2351
314;1976;2395 Sutteridge Pass;Lafayette;IN;765-601-7535;47905;-86,8602;40,4001;1;1910
315;2768;441 Monument Center;Springfield;IL;217-269-4942;62794;-89,606;39,7495;2;589
316;2676;978 Browning Parkway;Kansas City;MO;816-881-2047;64114;-94,5959;38,9621;2;2366
317;3319;891 Burrows Street;Apache Junction;AZ;480-894-9017;85219;-111,2795;33,3616;1;111
318;1807;51984 Moulton Hill;Palmdale;CA;661-389-8424;93591;-117,8123;34,6019;1;907
319;2623;45047 Hoard Crossing;Killeen;TX;254-851-0491;76544;-97,7469;31,1282;1;189
320;1302;77165 Myrtle Trail;San Diego;CA;858-462-2301;92127;-117,0856;33,0279;1;2596
321;3294;642 Lotheville Terrace;Jersey City;NJ;908-533-8401;07310;-74,0431;40,7324;2;261
322;1414;70 Debra Center;Fort Worth;TX;817-101-1860;76121;-97,2915;32,7714;2;55
323;3375;98 Vidon Hill;Denver;CO;303-421-5343;80209;-104,9686;39,7074;2;4018
324;3128;2406 Banding Junction;Apache Junction;AZ;480-659-6131;85219;-111,2795;33,3616;2;1651
325;3431;59 Pine View Center;Pensacola;FL;850-809-0637;32595;-87,2758;30,6143;2;1632
326;3962;59430 Talisman Circle;Washington;DC;202-414-9112;20073;-77,0251;38,897;2;1539
327;1604;883 Namekagon Point;Louisville;KY;502-515-0979;40220;-85,6245;38,2149;2;4583
328;1868;8 Menomonie Road;Hollywood;FL;305-135-0397;33023;-80,2153;25,9894;1;2339
329;3964;48183 Huxley Alley;Birmingham;AL;205-749-9699;35231;-86,9292;33,5446;2;4377
330;3714;433 Fairfield Place;Cleveland;OH;216-752-5560;44185;-81,6728;41,6857;1;953
331;3994;79 Vidon Plaza;Santa Rosa;CA;707-712-6766;95405;-122,6727;38,4386;2;4428
332;3261;646 Fallview Court;Birmingham;AL;205-421-6628;35263;-86,8094;33,5225;1;4788
333;1956;72845 5th Center;Wilmington;NC;910-304-5538;28410;-77,8526;34,0881;2;4681
334;3760;52 Oneill Point;Seattle;WA;425-377-8416;98115;-122,2968;47,6849;2;4741
335;2888;9 Golden Leaf Pass;Daytona Beach;FL;386-114-7734;32128;-81,0336;29,0838;1;1826
336;2476;6 Sage Crossing;Birmingham;AL;205-800-6888;35231;-86,9292;33,5446;1;4648
337;2275;09 Mallory Pass;Fort Wayne;IN;260-492-8620;46862;-85,0707;41,0938;1;4171
338;1551;051 Namekagon Point;Shreveport;LA;318-144-0429;71137;-93,7526;32,6076;2;1269
339;2914;4 Clove Circle;Boynton Beach;FL;561-274-3857;33436;-80,1124;26,5354;2;4946
340;1807;48 Bartillon Lane;Glendale;AZ;602-996-2824;85311;-112,1872;33,2765;2;3558
341;1372;38097 Meadow Vale Parkway;Johnstown;PA;814-201-9231;15906;-78,9383;40,3522;2;4142
342;2863;19285 Arizona Junction;Newark;NJ;862-848-5958;07188;-74,2452;40,7918;2;1470
343;1315;7610 Tony Street;Great Neck;NY;516-360-0783;11024;-73,7416;40,8171;2;4173
344;3481;70406 Aberg Pass;Houston;TX;713-665-7684;77250;-95,3629;29,7629;1;2885
345;2501;7 Northfield Plaza;Seminole;FL;941-192-9281;34642;-82,7963;27,8444;2;487
346;3907;8 Continental Trail;Charleston;WV;304-612-3865;25336;-81,5547;38,2968;2;3358
347;2478;23 Grim Place;San Jose;CA;408-227-4335;95150;-121,897;37,3866;1;1688
348;3975;23 Tony Road;Kent;WA;253-362-2428;98042;-122,1206;47,368;1;4535
349;3078;3987 Veith Junction;Missoula;MT;406-136-4823;59806;-114,0498;47,116;2;751
350;2304;8509 Roxbury Junction;Green Bay;WI;920-433-1330;54313;-88,1021;44,5463;2;1952
351;1391;457 Redwing Plaza;Shreveport;LA;318-650-1571;71130;-93,7526;32,6076;1;2308
352;1357;94 Fordem Hill;Sandy;UT;801-145-7369;84093;-111,831;40,5927;2;1826
353;1306;2122 Doe Crossing Point;Bowie;MD;240-643-3683;20719;-76,8777;38,8336;1;1235
354;3402;0906 Garrison Crossing;Frederick;MD;240-116-2702;21705;-77,3921;39,47;1;2684
355;2252;87 Heath Lane;Atlanta;GA;678-445-9506;30311;-84,4702;33,723;1;4038
356;1485;006 Novick Plaza;Fayetteville;NC;910-464-0554;28314;-79,008;35,0583;1;4656
357;3981;378 Menomonie Parkway;Salt Lake City;UT;801-184-7354;84110;-111,9083;40,6681;1;3280
358;2526;854 Vidon Way;Indianapolis;IN;317-960-2392;46207;-86,1606;39,7673;1;1042
359;2257;870 Delladonna Circle;Omaha;NE;402-412-9044;68179;-96,1711;41,2917;2;1153
360;3841;4606 Petterle Street;Wilmington;DE;302-261-8886;19805;-75,5827;39,7434;1;1690
361;1560;00029 Colorado Crossing;Fargo;ND;701-790-5724;58122;-97,2297;46,9346;1;2692
362;1423;6 Lake View Parkway;Los Angeles;CA;562-401-3464;90045;-118,3941;33,9631;2;221
363;1313;67 John Wall Junction;Amarillo;TX;806-991-9078;79188;-101,8165;35,1885;2;2903
364;1615;070 School Crossing;Louisville;KY;502-327-3633;40205;-85,6885;38,2222;2;1496
365;1710;5551 Bay Circle;Salt Lake City;UT;801-249-4376;84189;-111,9083;40,6681;2;2329
366;2907;046 Jackson Circle;Santa Cruz;CA;831-219-6513;95064;-122,0578;36,9959;2;3184
367;1679;23 Basil Circle;Richmond;VA;804-202-3361;23228;-77,4959;37,625;2;2054
368;3692;98 Cherokee Junction;Colorado Springs;CO;719-131-5393;80930;-104,5269;38,8289;2;4582
369;2091;4 Barnett Center;Peoria;IL;309-211-7342;61614;-89,6026;40,7681;1;2138
370;3744;14604 Crest Line Pass;Huntsville;TX;936-894-2922;77343;-95,5953;30,7813;1;3816
371;3714;57994 Golf Hill;Richmond;VA;804-935-3344;23208;-77,4471;37,5593;1;2427
372;3535;41773 Ryan Junction;Cheyenne;WY;307-690-7757;82007;-104,8107;41,1084;1;3644
373;3011;2106 Waywood Point;Reading;PA;484-102-4277;19610;-75,978;40,338;2;3757
374;3723;91827 Hanson Park;New York City;NY;917-767-3685;10009;-73,9796;40,7262;1;3141
375;3702;53966 International Park;Minneapolis;MN;612-780-5921;55487;-93,4719;45,0159;1;2502
376;1771;94 Shoshone Street;Pompano Beach;FL;754-738-4324;33075;-80,4483;26,1457;2;1299
377;3401;3014 Becker Pass;Pasadena;CA;323-489-4143;91103;-118,1551;34,1669;2;3173
378;3137;38331 Claremont Drive;Charlottesville;VA;434-164-4030;22903;-78,4924;38,0339;1;634
379;2119;681 Luster Lane;Pittsburgh;PA;412-782-8213;15274;-80,0248;40,4344;1;4510
380;3249;4 Charing Cross Circle;Manassas;VA;434-483-4534;22111;-77,4391;38,7202;2;4948
381;2191;6 Fallview Point;Shawnee Mission;KS;913-165-5892;66286;-94,832;38,8999;1;736
382;3244;143 Talisman Pass;Brockton;MA;508-953-3847;02305;-70,7014;41,9705;2;1295
383;1616;3 Ryan Drive;Tacoma;WA;253-574-3677;98405;-122,4644;47,2484;1;1908
384;3089;889 Bluejay Junction;Washington;DC;202-373-9616;20436;-77,0211;38,8959;1;75
385;2771;70586 Jana Lane;Boca Raton;FL;561-727-6051;33499;-80,4303;26,6459;1;4796
386;2756;104 Veith Plaza;Rockford;IL;815-884-8184;61105;-89,1705;42,3254;2;1488
387;3335;7477 Schurz Crossing;Spokane;WA;509-875-3364;99252;-117,4317;47,6536;1;2025
388;1534;290 Bartelt Hill;San Jose;CA;650-126-7966;95113;-121,8916;37,3329;2;453
389;3357;6 Meadow Ridge Point;Midland;TX;432-314-3430;79705;-102,0915;32,0295;1;412
390;1974;36 Carberry Plaza;New York City;NY;212-507-0313;10079;-73,9772;40,7808;2;2378
391;3161;1238 Forster Road;Cincinnati;OH;513-821-7254;45238;-84,6108;39,1092;2;3962
392;1819;99 Doe Crossing Center;Montgomery;AL;334-498-1430;36195;-86,2843;32,3544;2;3891
393;2755;8297 Carioca Court;Erie;PA;814-841-2480;16522;-80,0649;42,1827;1;2937
394;2842;94783 Duke Circle;Las Vegas;NV;702-193-5242;89105;-115,1471;36,086;1;4277
395;2606;470 Hovde Plaza;Saint Louis;MO;314-359-1233;63167;-90,4271;38,6383;2;2772
396;3633;4144 Burning Wood Center;Dallas;TX;214-486-4184;75367;-96,7776;32,7673;1;2160
397;3946;9860 Atwood Parkway;Trenton;NJ;609-124-3445;08619;-74,6962;40,2418;2;3731
398;2758;00143 Pine View Way;Tampa;FL;813-575-1056;33694;-82,4388;27,872;2;3906
399;2755;7 Shasta Terrace;Newport Beach;CA;714-616-1111;92662;-117,8931;33,6062;2;4202
400;2441;461 Harbort Trail;Houston;TX;281-969-5991;77020;-95,3121;29,7758;1;174
401;3096;02 Knutson Junction;Las Vegas;NV;702-349-7040;89155;-114,9721;35,9279;2;4877
402;2043;07 Thompson Crossing;Peoria;IL;309-274-1075;61651;-89,7184;40,7442;2;4575
403;3673;0 Texas Drive;Philadelphia;PA;215-598-1244;19172;-75,15;39,9473;1;3484
404;3139;42070 Twin Pines Center;Des Moines;IA;515-368-4347;50981;-93,5722;41,6727;2;3628
405;1231;11370 Helena Road;Jacksonville;FL;904-396-1230;32236;-81,6831;30,3449;1;1653
406;3298;5426 Ruskin Road;Philadelphia;PA;215-913-5050;19184;-75,1179;40,0018;2;4011
407;3071;4 Moulton Trail;Saint Petersburg;FL;727-863-6773;33731;-82,7248;27,8918;1;4289
408;1829;1 Eastwood Avenue;Honolulu;HI;808-510-1032;96840;-157,8607;21,3068;1;1244
409;3842;8347 Hanover Circle;Memphis;TN;615-527-1681;38104;-90,0046;35,1334;1;3938
410;3071;152 Delladonna Hill;Carol Stream;IL;309-984-0365;60351;-88,1208;41,9166;2;1880
411;1850;04 Atwood Street;Kansas City;KS;913-951-1967;66105;-94,6356;39,085;2;4060
412;1955;8 Dryden Alley;El Paso;TX;915-310-5953;88574;-106,3;31,6948;1;1958
413;3918;476 Northview Circle;Madison;WI;608-482-9950;53785;-89,4239;43,0696;2;2977
414;1863;6 Sutherland Court;Saint Petersburg;FL;727-749-5511;33742;-82,7248;27,8918;2;4519
415;1984;83570 Colorado Court;Knoxville;TN;865-948-1065;37939;-83,9622;35,9901;1;3350
416;3768;6 Independence Road;Carson City;NV;775-428-2205;89706;-119,7526;39,2025;1;2431
417;1537;344 Gale Avenue;Miami;FL;786-760-3580;33142;-80,232;25,813;2;2866
418;1413;075 Golf View Pass;Des Moines;IA;515-387-2996;50936;-93,5722;41,6727;1;4725
419;3137;238 Fairview Plaza;Oklahoma City;OK;405-327-1307;73197;-97,4075;35,5514;1;642
420;1734;76 Lyons Terrace;Charlotte;NC;704-803-4283;28205;-80,7881;35,22;1;4713
421;2322;245 Summit Street;Wilmington;NC;910-926-6867;28405;-77,867;34,2651;1;4645
422;2144;08767 Scott Park;Youngstown;OH;330-923-2852;44555;-80,6436;41,1039;1;778
423;1772;27616 Waywood Parkway;Salt Lake City;UT;801-798-5769;84110;-111,9083;40,6681;1;1228
424;1511;36 Springview Plaza;Atlanta;GA;404-778-2131;30343;-84,474;33,8444;2;1088
425;2911;1 Northland Place;Charlottesville;VA;434-717-9709;22908;-78,4851;38,0401;2;2677
426;1202;1 Forest Parkway;Denver;CO;303-688-5466;80228;-105,156;39,6888;2;3588
427;1954;23 Mayer Point;Amarillo;TX;806-716-5950;79171;-101,8951;35,4015;2;2434
428;1659;14403 Kedzie Lane;San Bernardino;CA;909-736-8025;92415;-115,9671;34,84;1;743
429;1959;28 Bartelt Junction;Kent;WA;360-249-0974;98042;-122,1206;47,368;2;3501
430;1360;27643 Atwood Crossing;Washington;DC;202-634-4110;20420;-77,0276;38,9035;2;857
431;2042;4 Columbus Place;Burbank;CA;626-471-9400;91505;-118,3442;34,169;1;3163
432;3548;07117 Ramsey Pass;Huntington;WV;304-313-9468;25726;-82,2774;38,4134;1;1508
433;1827;2 Saint Paul Hill;Columbus;OH;614-299-4482;43226;-83,0114;39,969;1;489
434;1931;39193 Oak Valley Crossing;Tucson;AZ;520-717-7451;85705;-110,9845;32,2691;2;744
435;3772;54332 Randy Place;Minneapolis;MN;612-225-1371;55470;-93,4719;45,0159;2;897
436;1783;305 Sage Plaza;Washington;DC;202-900-5736;20540;-77,0047;38,8874;1;2975
437;1750;064 Arrowood Plaza;Rochester;NY;585-398-6430;14683;-77,6843;43,286;2;609
438;3687;63 Vidon Drive;Tampa;FL;813-325-0389;33680;-82,4388;27,872;1;4160
439;2339;3 Westport Hill;Atlanta;GA;404-109-9248;31196;-84,474;33,8444;1;1035
440;3106;24 North Crossing;Honolulu;HI;808-114-7524;96835;-157,8294;21,3278;1;394
441;2119;2226 Jana Center;Crawfordsville;IN;765-178-6272;47937;-86,8936;40,04;2;704
442;3771;4335 Sloan Crossing;San Diego;CA;619-583-7470;92176;-116,846;33,0169;1;2464
443;2285;56520 Waxwing Alley;Tulsa;OK;918-239-8185;74184;-96,0297;36,1398;2;126
444;1851;627 Colorado Lane;Saint Louis;MO;314-896-6822;63121;-90,3055;38,7072;2;2347
445;1975;06 Straubel Way;Orlando;FL;407-923-4080;32813;-81,3258;28,5679;1;3154
446;3258;48 Doe Crossing Pass;Charleston;WV;304-738-0695;25313;-81,7582;38,4142;1;3830
447;1757;3166 Eastlawn Junction;Dallas;TX;214-642-8965;75392;-96,7776;32,7673;2;1666
448;2913;29423 Graedel Pass;Boise;ID;208-285-2489;83716;-115,9711;43,5345;1;2859
449;3820;29 Southridge Center;Charleston;WV;304-990-5547;25321;-81,5547;38,2968;2;3385
450;3978;52 Boyd Center;Detroit;MI;313-211-9752;48295;-83,1508;42,2399;2;4062
451;1232;553 International Avenue;Sarasota;FL;941-917-4018;34233;-82,477;27,2866;1;1344
452;3247;70 Elgar Trail;Austin;TX;361-999-4640;78744;-97,7472;30,1876;1;1819
453;2154;68364 Mccormick Street;Brooklyn;NY;917-770-0922;11215;-73,9828;40,6669;1;3444
454;1648;70 Anderson Pass;Vero Beach;FL;772-715-0380;32969;-80,5726;27,709;2;1243
455;1296;2 Ramsey Park;Portland;OR;971-990-3276;97240;-122,3748;45,5806;2;2663
456;3075;42 Hovde Plaza;Jacksonville;FL;904-686-7046;32259;-81,6217;30,0956;1;212
457;3957;37 Jackson Road;Springfield;MO;417-629-9272;65810;-93,2896;37,1136;2;1766
458;2655;6287 North Court;Portsmouth;NH;603-741-6315;00214;-71,0132;43,0059;2;2302
459;3023;842 Fairfield Circle;San Diego;CA;619-432-0373;92160;-116,846;33,0169;1;2968
460;1279;395 Park Meadow Parkway;Washington;DC;202-950-6418;20260;-77,0146;38,8933;2;4229
461;2272;1597 Milwaukee Pass;Saint Louis;MO;314-863-4802;63110;-90,2564;38,6185;1;3184
462;1973;332 Iowa Hill;Springfield;IL;217-711-9057;62723;-89,606;39,7495;2;849
463;1967;9 Anniversary Hill;Mobile;AL;251-263-8306;36689;-88,178;30,6589;2;3642
464;3690;60430 Beilfuss Avenue;Annapolis;MD;443-565-6618;21405;-76,5515;39,0305;1;1839
465;1400;299 Mcbride Hill;San Bernardino;CA;951-376-3449;92410;-117,2975;34,1069;2;3277
466;3828;4 Dahle Pass;Toledo;OH;419-794-3653;43605;-83,5085;41,6525;1;2393
467;3075;43314 Lukken Road;Saint Cloud;MN;320-681-7061;56372;-94,5933;45,5289;1;3858
468;1408;12617 Maryland Way;Charlotte;NC;704-644-5840;28272;-80,8042;35,26;2;4719
469;3804;45132 Grover Circle;Dayton;OH;937-585-3493;45426;-84,3211;39,7982;2;1326
470;3990;70623 Old Gate Parkway;Charlotte;NC;704-184-2402;28220;-80,8042;35,26;2;4591
471;1583;9 Amoth Place;Honolulu;HI;808-351-7832;96825;-157,6985;21,2987;2;1097
472;3879;581 Stephen Hill;Bismarck;ND;701-680-8768;58505;-100,7805;46,8165;2;4309
473;3978;1133 Blue Bill Park Lane;Austin;TX;512-903-8072;78710;-97,7151;30,352;2;45
474;2193;94854 Anzinger Place;Brooklyn;NY;347-294-8792;11241;-73,945;40,6451;2;3089
475;3923;003 Ilene Junction;Lincoln;NE;402-136-8319;68517;-96,6045;40,9317;1;689
476;3813;38 Briar Crest Drive;Fargo;ND;701-636-7592;58122;-97,2297;46,9346;2;2680
477;2817;6 Killdeer Plaza;Houston;TX;713-931-5993;77035;-95,4854;29,6518;2;4633
478;3857;66 1st Point;Oakland;CA;510-822-1705;94616;-122,2698;37,8044;2;3537
479;3982;8054 Ridgeview Avenue;Washington;DC;202-162-6659;20370;-77,0146;38,8933;1;371
480;1238;371 Maple Wood Trail;Nashville;TN;615-986-4060;37220;-86,7697;36,0641;2;1476
481;1979;40 Surrey Terrace;San Francisco;CA;415-521-6161;94142;-122,7278;37,7848;2;774
482;2744;1029 Basil Pass;Topeka;KS;785-374-6758;66642;-95,7697;39,0429;1;4404
483;1574;40 Superior Pass;Jamaica;NY;516-477-3234;11407;-73,8059;40,6913;1;3520
484;3506;1 Del Mar Trail;Boise;ID;208-499-9533;83705;-116,2191;43,5851;1;2156
485;1615;32951 Loomis Terrace;Fairbanks;AK;907-318-3367;99790;-146,276;64,8561;2;4954
486;3669;6 Melrose Drive;El Paso;TX;915-910-9047;88535;-106,3;31,6948;2;277
487;2617;2 Dakota Court;Houston;TX;713-916-2112;77015;-95,1852;29,7853;2;4221
488;1948;5 Lake View Circle;Washington;DC;202-937-4896;20535;-77,0251;38,8941;1;4841
489;2937;28632 John Wall Street;Dallas;TX;469-331-0020;75236;-96,9177;32,69;2;3978
490;2015;41 Johnson Road;Staten Island;NY;718-549-5413;10310;-74,1172;40,6324;2;574
491;1947;2 Goodland Point;Cleveland;OH;216-236-2379;44197;-81,6728;41,6857;1;2616
492;2066;8 Springs Way;Miami;FL;786-218-8104;33142;-80,232;25,813;1;1792
493;3469;35 Mccormick Terrace;Wilmington;DE;302-826-6756;19897;-75,597;39,5645;1;4314
494;2351;8 Debra Crossing;Phoenix;AZ;602-599-1221;85053;-112,1316;33,6299;1;4687
495;2466;6244 Carioca Avenue;Tulsa;OK;918-561-0845;74116;-95,8477;36,175;1;3995
496;3757;0 Valley Edge Pass;Shreveport;LA;318-388-7313;71130;-93,7526;32,6076;2;217
497;2119;36154 Harper Way;Mesa;AZ;480-960-7046;85215;-111,7188;33,4707;1;2680
498;2220;572 Sheridan Hill;Alexandria;VA;571-410-9823;22313;-77,09;38,8158;1;2589
499;2578;66 Oakridge Way;Albuquerque;NM;505-995-3497;87110;-106,5781;35,1104;1;3234
500;3623;847 Sheridan Point;Chicago;IL;312-420-1126;60663;-87,6873;41,8119;1;3395
501;2806;34751 Morning Lane;Knoxville;TN;865-995-6307;37924;-83,8021;36,032;2;3495
502;3893;9657 Arapahoe Avenue;Salt Lake City;UT;801-338-2472;84199;-111,9394;40,7259;1;546
503;2211;826 Fordem Court;Escondido;CA;760-448-1714;92030;-116,846;33,0169;2;2688
504;2452;09620 Clyde Gallagher Road;Tampa;FL;813-214-3082;33610;-82,4046;27,9951;1;624
505;2461;06181 Dayton Center;Bronx;NY;718-762-2825;10459;-73,894;40,8247;1;173
506;1461;745 Gale Hill;Spokane;WA;509-351-1327;99210;-117,4317;47,6536;2;4386
507;2284;3101 1st Junction;Miami;FL;954-825-2691;33142;-80,232;25,813;1;2420
508;1261;10424 Westport Hill;Greensboro;NC;336-463-2852;27404;-80,0244;36,0807;1;4339
509;1926;118 Thackeray Hill;North Hollywood;CA;213-181-0246;91616;-118,2987;33,7866;1;4694
510;2875;42 Bartillon Center;Houston;TX;832-678-5075;77201;-95,4342;29,834;2;2444
511;1826;1202 Welch Crossing;Long Beach;CA;562-315-7824;90840;-118,1157;33,7843;2;1236
512;2795;62 Caliangt Park;Los Angeles;CA;323-936-8739;90060;-118,2987;33,7866;2;4564
513;2473;5857 Debs Lane;Atlanta;GA;404-999-5872;31190;-84,4226;33,7629;1;3865
514;2261;638 Valley Edge Crossing;San Mateo;CA;805-112-3839;94405;-122,3348;37,3811;2;599
515;2744;4359 Old Gate Drive;Brooklyn;NY;718-775-6752;11225;-73,9546;40,6628;1;4926
516;3130;610 Prentice Junction;Lakeland;FL;863-677-4490;33805;-81,9609;28,072;1;3639
517;3979;48151 Fairview Way;Akron;OH;330-331-1724;44305;-81,4644;41,076;1;1054
518;3089;6 Esker Drive;Lima;OH;419-285-8515;45807;-84,1383;40,7955;2;1388
519;3873;5045 Oakridge Way;Berkeley;CA;510-541-9105;94705;-122,25;37,8571;1;1110
520;2385;08260 Northview Hill;Zephyrhills;FL;813-536-8735;33543;-82,3063;28,2059;1;2643
521;1669;4973 Stang Park;Shreveport;LA;318-508-9343;71130;-93,7526;32,6076;1;2123
522;3423;6520 Alpine Plaza;Fresno;CA;559-926-3635;93750;-119,6397;36,7464;2;1895
523;3565;26708 Warbler Alley;Colorado Springs;CO;719-671-0375;80930;-104,5269;38,8289;1;2750
524;3020;44 Derek Place;Detroit;MI;734-272-0444;48206;-83,1087;42,3749;1;3699
525;2866;71559 Summerview Hill;El Paso;TX;915-993-5100;79955;-106,3;31,6948;2;2540
526;1854;990 Old Gate Drive;Sacramento;CA;916-510-9618;95838;-121,444;38,6406;2;2612
527;3761;33805 Esker Junction;Tyler;TX;903-480-4426;75799;-95,2899;32,4112;1;3041
528;1495;57657 Dottie Court;Los Angeles;CA;310-597-4543;90025;-118,4487;34,0447;2;2905
529;1548;28 Johnson Point;Charlotte;NC;704-669-0611;28225;-80,8042;35,26;1;1540
530;3298;26 Schurz Point;Cheyenne;WY;307-974-6509;82007;-104,8107;41,1084;2;744
531;3395;42 Esch Alley;Fort Wayne;IN;260-234-0603;46825;-85,1232;41,1465;1;4841
532;3117;8 Ruskin Way;Miami;FL;786-965-5163;33153;-80,1936;25,8655;2;1658
533;2800;771 Dakota Park;Tucson;AZ;520-478-7686;85754;-111,8907;31,9701;2;4551
534;3049;4862 Bluestem Road;Santa Monica;CA;310-370-4078;90410;-118,2987;33,7866;1;2464
535;3795;0 David Court;Warren;OH;330-367-6151;44485;-80,8441;41,2405;1;84
536;2564;2371 Anzinger Terrace;Fort Worth;TX;817-921-2198;76121;-97,2915;32,7714;2;499
537;3249;1743 Morningstar Road;Maple Plain;MN;763-499-7392;55572;-93,4719;45,0159;1;2625
538;3159;1 Ryan Pass;Topeka;KS;785-640-5817;66642;-95,7697;39,0429;1;429
539;3758;53 Hoepker Hill;Huntington;WV;304-927-9891;25711;-82,2774;38,4134;1;1911
